Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
ToyKisumu sienna ,"2,000,000",ToyKisumu,Sienna,2006,Foreign,Automatic,,Petrol,,Thika,4500
Lexus es,"2,200,000",Lexus,ES,2006,Foreign,Automatic,,Petrol,,Thika,4500
direct tokunbo clean and sound ToyKisumu Camry for sale ,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,7684
ToyKisumu camry ,"2,000,000",ToyKisumu,Camry,2006,Foreign,Automatic,,Petrol,,Thika,4500
Lexus ES ,"2,000,000",Lexus,ES,2005,Foreign,Automatic,,Petrol,,Thika,4500
direct tokunbo ToyKisumu Camry 2002 molde ,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Nakuru,2131
ToyKisumu camry ,"2,000,000",ToyKisumu,Camry,2007,Foreign,Automatic,,Petrol,,Thika,4500
direct tokunbo 2005 ToyKisumu Camry for sale ,"1,050,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,7645
ToyKisumu camry ,"2,000,000",ToyKisumu,Camry,2007,Foreign,Automatic,,Petrol,,Thika,4500
direct 2008 ToyKisumu Camry Tokunbo For Sale ,"1,850,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,5463
direct tokunbo clean and sound ToyKisumu corolla 2004 for sale ,"1,150,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,6574
 ToyKisumu Dyna ,"2,430,000",ToyKisumu,Duet,2003,Foreign,Automatic,,Petrol,,Eldoret,25000
 ToyKisumu Dyna 150,"2,200,000",ToyKisumu,Duet,2005,Foreign,Automatic,,Diesel,,Mombasa,250000
Needs Pontiac vibe 2005 ,"1,000,000",Pontiac,Vibe,2002,Foreign,Automatic,,Petrol,,Kisumu,120
need lexus rx400h 2008 ,"1,300,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,15400
need ToyKisumu corolla Ce 2006,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,71000
ToyKisumu Corolla,"1,950,000",ToyKisumu,Corolla,2004,Foreign,Automatic,,Petrol,,Mombasa,25000
very clean 2016 Lexus Es350,"3,900,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Nairobi,8545
ToyKisumu Sienna,"2,350,000",ToyKisumu,Sienna,2006,Foreign,Automatic,,Petrol,,Machakos,25000
Lexus Es350 2011 Model,"2,850,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Eldoret,528654
direct tokunbo clean and sound ToyKisumu venza for sale ,"1,350,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Mombasa,6752
ToyKisumu Highlander 2010 Model for sale,"1,450,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Mombasa,58
ToyKisumu Venza for sale ,"1,600,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Mombasa,86
ToyKisumu Venza 2010 Model for sale,"1,600,000",ToyKisumu,Venza,2001,Foreign,Automatic,,Petrol,,Eldoret,98
2005 Lexus es330 for sale,"1,200,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Eldoret,52546
lexus es for sale ,"2,000,000",Lexus,ES,2006,Foreign,Automatic,,Petrol,,Eldoret,25678
lexus es for sale ,"2,200,000",Lexus,ES,2008,Foreign,Automatic,,Petrol,,Eldoret,25678
2015 toyKisumu Yaris limited edition,"4,850,000",ToyKisumu,Yaris,2002,Foreign,Automatic,,Petrol,,Nairobi,52345
brand new 2017 toyKisumu Yaris,"7,000,000",ToyKisumu,Yaris,2002,Foreign,Automatic,,Petrol,,Eldoret,21546
clean and sound 2009 direct tokunbo ToyKisumu venza for sale ,"1,250,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Nairobi,6574
toyKisumu prado vxl 2016 brand new,"3,500,000",ToyKisumu,Prado,2002,Foreign,Automatic,,Petrol,,Eldoret,58245
2018 toyKisumu prado v6 full option,"3,850,000",ToyKisumu,Prado,2002,Foreign,Automatic,,Petrol,,Thika,25412
Clean 2007 ToyKisumu Rav4,"1,350,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,185179
Clean 2004 ToyKisumu Sienna ,"1,350,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Kisumu,185421
2018 BMW x6,"35,000,000",BMW,6,2018,Foreign,Automatic,,Petrol,,Kisumu,1755
Clean ToyKisumu Corolla For Sale,"2,200,000",ToyKisumu,Corolla,2005,Foreign,Automatic,,Petrol,,Eldoret,1755
brand new 2017 Honda CR-V for sale,"6,000,000",Honda,CR-V,2002,Foreign,Automatic,,Petrol,,Nairobi,2000
2014 honda crosstour full options,"4,900,000",Honda,Crosstour,2002,Foreign,Automatic,,Petrol,,Eldoret,25364
